"ID","weight"
1,0.279839062579693
2,0.279839062579693
4,0.419663792111369
5,3.17917591357485
7,0.816929685293377
8,0.983397202115221
9,0.460711489133606
11,2.17335873336063
12,3.17917591357485
13,0.544742819426637
14,1.0229979482017
15,4.90555747880557
16,4.07515449375831
17,0.369885643465045
18,3.17917591357485
19,1.0229979482017
20,0.566679247584197
21,0.369885643465045
23,3.59178268527691
24,0.720030100262372
25,0.554591658930378
26,0.419663792111369
27,0.994246604914863
30,0.485623838099925
31,1.04320001421033
32,0.403418403445337
33,1.04320001421033
34,0.544742819426637
35,0.403418403445337
36,2.33199943932674
37,0.419663792111369
38,1.04320001421033
39,0.77081990133316
40,0.98431890345077
41,0.720030100262372
43,0.369885643465045
45,0.505179584511214
46,1.36068253229522
47,2.17834255084249
48,1.94812403548805
49,0.720030100262372
50,1.19684637134309
51,1.1630360186745
52,5.0000181375018
53,1.46918173261234
54,0.454050948848658
55,0.816929685293377
56,1.36068253229522
57,0.801860302023178
58,0.720030100262372
59,0.57433355923967
60,1.22048157944744
61,0.485623838099925
62,0.279839062579693
63,0.983397202115221
64,0.307210375691951
65,0.307210375691951
67,2.71738337887896
68,0.544742819426637
69,0.695623781577682
70,0.554591658930378
72,0.307210375691951
74,0.849826896072726
75,2.71738337887896
76,0.720030100262372
77,1.47386418886912
78,0.454050948848658
79,0.620130231434527
80,1.19684637134309
83,1.34190553237463
84,1.25577512200769
86,0.343514797435592
88,0.279839062579693
89,0.77081990133316
90,0.515155822812032
91,0.269006356921019
92,0.57433355923967
94,0.485623838099925
95,0.279839062579693
96,0.749025229711368
97,0.485623838099925
98,1.09149476920992
99,0.801860302023178
100,0.355567191044254
103,1.82618821139071
104,0.849826896072726
105,1.64803730064973
106,0.403418403445337
108,0.505179584511214
109,0.460711489133606
114,0.515155822812032
115,0.955758837253367
116,0.880290987134253
117,0.355567191044254
118,0.403418403445337
119,0.279839062579693
120,0.403418403445337
121,0.98431890345077
122,1.56092447453081
124,1.04320001421033
125,0.622106659957796
126,0.369885643465045
127,0.77081990133316
128,0.983397202115221
129,5.0000181375018
130,0.842392122361245
132,2.71738337887896
134,1.62378185671891
135,0.406064494514932
136,0.919461520798849
137,0.419663792111369
138,0.485623838099925
139,0.822288068367328
140,0.919461520798849
141,5.00009718511612
142,0.620130231434527
143,0.343514797435592
144,0.406064494514932
